Q1A,Q1E,Q2A,Q2E,Q3A,Q3E,Q4A,Q4E,Q5A,Q5E,Q6A,Q6E,Q7A,Q7E,Q8A,Q8E,Q9A,Q9E,Q10A,Q10E,Q11A,Q11E,Q12A,Q12E,Q13A,Q13E,Q14A,Q14E,Q15A,Q15E,Q16A,Q16E,Q17A,Q17E,Q18A,Q18E,Q19A,Q19E,Q20A,Q20E,Q21A,Q21E,Q22A,Q22E,Q23A,Q23E,Q24A,Q24E,Q25A,Q25E,Q26A,Q26E,Q27A,Q27E,Q28A,Q28E,Q29A,Q29E,Q30A,Q30E,Q31A,Q31E,Q32A,Q32E,Q33A,Q33E,Q34A,Q34E,Q35A,Q35E,Q36A,Q36E,Q37A,Q37E,Q38A,Q38E,Q39A,Q39E,Q40A,Q40E,Q41A,Q41E,Q42A,Q42E,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,religion,married,familysize,major,major_category
2,6430,1,2100,2,4286,1,2748,2,4638,2,3627,1,3879,2,3492,1,5039,2,3443,2,5601,2,4668,3,11310,1,4866,2,10287,3,6114,2,5806,2,3201,1,10205,1,6792,2,1917,2,3580,1,2585,3,3464,1,3934,2,2369,1,4257,1,1936,2,3799,1,9319,3,3157,2,5098,3,4750,2,2738,1,5133,1,1898,2,13372,3,4382,2,4787,1,4885,1,1899,3,5370,DE,9,204,101,5,2,6,6,6,2,7,2,2,2,3,3,1,44,4,2,2,English,Humanities
2,20087,4,3749,3,3807,1,4696,4,6116,1,3095,2,6937,3,2770,3,9030,3,3317,2,3837,2,3851,3,3120,1,5119,1,1953,3,3448,2,2386,1,6492,3,4960,2,7582,1,1992,2,7692,1,5157,3,2451,2,17585,3,4170,2,4906,2,3888,2,4153,4,2012,4,6265,1,7515,2,3252,2,2900,1,12787,1,1577,2,8253,1,3273,2,2354,1,3721,2,8063,4,8967,US,5,229,167,5,4,6,3,5,4,4,4,4,3,3,2,2,41,6,3,3,Management,Business
2,6990,4,2632,4,1941,4,2270,4,2761,2,2520,4,5491,4,2163,3,6662,3,2872,3,2082,3,4263,4,4473,2,7213,4,3983,4,2832,3,3012,2,7852,2,5372,1,4432,4,1493,4,1771,2,3532,4,2994,4,5021,4,2142,2,4321,4,2160,2,2990,2,8090,4,5742,2,6191,4,2032,2,3893,4,2872,2,1963,4,4962,4,2361,3,5491,3,11868,2,7758,4,2354,TR,1,175,119,5,5,1,4,7,7,4,2,5,3,2,3,1,20,1,1,1,Others,Others
3,5569,2,5599,3,3275,3,8557,3,3415,1,7795,3,2943,2,5300,2,7749,3,5020,3,5110,4,3722,3,2255,3,3065,1,4681,3,4162,3,3243,1,3203,3,2354,3,3204,1,4331,3,5920,3,1227,3,3242,3,7170,3,2186,3,8214,3,3064,2,4720,2,11851,4,819,3,6291,3,2843,3,2952,3,6846,2,2954,2,6348,1,3144,3,2665,4,7139,3,2365,4,3293,DZ,5,252,184,3,5,0,6,2,7,6,7,3,6,2,3,1,19,10,1,3,English,Humanities
1,6518,1,6118,4,5332,4,7134,4,5153,3,4704,1,125417,4,4333,3,39267,4,4683,4,7426,4,4249,4,2642,2,7178,2,19774,3,15350,4,5894,2,5671,2,11250,4,3967,4,4083,4,25027,1,7583,4,5550,4,14241,4,5650,4,6300,3,5766,4,5966,2,10304,4,5398,2,8885,4,31601,4,5816,3,23597,1,12102,4,4702,4,3235,4,18968,2,8368,1,6900,2,22886,TJ,62,537,287,1,6,6,7,6,7,4,7,1,6,3,3,2,23,1,2,2,International Relations,Social Sciences
2,4529,4,4217,2,4537,1,3379,2,8471,4,8029,1,3306,4,5191,4,6997,2,3290,2,4515,1,2068,1,24106,4,5550,1,3033,2,4514,2,5767,2,5184,2,10472,2,4253,3,5499,4,5317,1,4520,1,12493,3,14644,2,3588,4,1321,2,3587,4,3457,2,4450,3,1530,3,13981,1,5237,2,3524,3,24219,2,3474,3,8262,3,6992,4,2611,2,9105,1,3207,4,13015,GB,142,301,372,1,5,3,7,2,7,4,6,4,3,1,3,2,14,6,1,1,Others,Others
3,1593,3,2792,3,5041,1,2522,3,1540,1,3549,1,4304,2,2816,1,5485,2,1841,3,2544,2,3582,4,2988,4,3044,1,1655,2,2002,2,4785,3,2690,1,3710,3,1700,1,1921,2,3435,1,4002,3,3146,1,23529,4,1861,1,2539,3,1650,2,2660,1,6061,3,3249,2,3943,2,2096,3,2018,2,5612,3,6023,2,3257,1,2244,1,2432,2,2882,1,2106,3,2741,HK,1608,150,128,7,5,2,6,6,2,7,5,5,2,3,1,2,22,1,1,1,Politics,Computer Science
1,3555,2,3458,2,5918,2,7795,4,2871,4,2884,2,4564,1,8162,2,12527,2,7935,1,8532,1,5631,4,2222,2,4839,2,6278,2,3155,2,5985,2,15449,1,9806,2,4095,2,14120,1,9127,1,3023,2,5023,4,7286,2,15360,1,2898,1,10474,1,11529,3,7274,4,4290,2,1611,1,5948,1,4264,2,9632,2,10847,3,5188,2,6690,1,12738,2,1348,1,3936,4,9733,US,10,313,214,2,3,6,5,1,5,7,4,3,6,3,2,2,65,7,3,3,Education,Social Sciences
2,1794,1,1623,1,1896,2,3480,2,6140,3,1548,2,2739,4,1848,3,3029,1,4190,2,2485,3,1886,2,1443,4,6650,1,1816,2,1835,2,2902,3,2170,2,3286,2,2791,2,2436,4,1741,1,1705,2,2608,4,9798,2,4952,2,762,4,2013,4,1904,4,4805,1,1947,3,2255,4,1951,2,3065,3,2466,3,1631,2,2442,2,1597,3,1611,4,2026,2,3732,3,2383,US,12,118,119,2,2,6,7,4,5,3,5,1,6,4,2,2,30,1,1,3,Anthropology and English,Engineering
1,11640,1,3406,1,4798,2,6704,2,5610,2,6062,1,3328,1,4390,1,4640,2,13548,2,11984,1,4266,1,3108,2,6266,1,5906,1,9376,1,4280,1,5420,1,7890,1,3140,1,14046,1,4562,1,6286,2,968,2,9468,1,4562,2,6920,1,1860,1,9188,2,8766,1,3156,2,6468,1,2640,1,4454,1,10484,1,5796,2,7000,1,4422,2,4140,1,5186,1,8406,2,4718,US,2,309,180,6,2,5,1,5,2,6,5,6,2,2,2,1,63,6,2,3,Others,Others
4,3783,4,3012,4,7879,4,2312,3,816,4,536,4,3432,4,2169,4,2696,4,2791,3,600,4,713,4,232,3,224,3,2744,1,924,4,4993,3,248,4,232,2,7942,3,11342,4,240,4,2543,4,2127,3,240,4,1656,4,208,4,1593,3,225,4,2768,4,2181,4,3280,4,1600,4,2984,4,4993,4,1088,4,216,3,1873,4,3032,4,807,4,232,4,1249,PE,41,99,240,2,5,6,7,1,5,1,3,1,3,2,1,2,18,2,1,3,Others,Others
1,2946,1,1470,3,2351,1,1705,2,2140,2,2663,1,2713,3,2525,1,3158,1,2340,4,2908,1,3889,1,1832,1,4993,2,1974,4,2644,4,2342,1,2914,1,3588,1,2608,2,3695,1,2387,1,1612,1,2153,1,5509,2,2440,3,2665,1,1584,1,4722,2,7614,1,2500,3,5217,1,1776,4,4139,2,2964,1,3313,1,4858,3,10556,1,1862,2,12602,1,2344,3,8249,MX,3,149,161,3,6,3,2,1,6,6,7,5,6,2,2,2,23,12,1,1,MECHATRONICS ENGINEERING ,Computer Science
4,1700,1,2163,2,3992,1,1768,4,1200,4,1264,1,3266,4,5254,3,6930,2,2135,4,1569,4,1808,3,36052,4,2391,2,2582,3,17073,2,2015,4,1576,2,48720,3,3042,2,3427,3,3182,1,2923,3,2681,2,5349,3,2222,4,1692,3,2129,4,3328,1,3196,3,1448,4,4667,3,22288,4,1997,4,3210,1,2768,2,2064,2,8975,4,1390,2,4130,1,1875,4,2335,US,3,252,161,1,7,5,7,3,7,5,6,1,2,3,2,1,26,1,1,2,Creative Writing,Arts
4,2302,2,5061,4,2213,2,4209,3,2919,4,1389,4,1901,3,1679,4,3711,4,1489,4,1560,4,1859,4,1210,4,4630,4,1633,3,1672,4,1322,2,4167,3,6023,2,7263,4,1331,4,1472,2,1890,4,2004,3,4239,3,1499,4,1770,3,2601,4,1651,4,7867,4,1702,4,4555,2,8186,3,1675,4,3630,2,3481,4,1893,4,1420,4,3034,2,7641,2,3062,3,2790,US,10,128,119,2,5,3,6,7,7,5,5,3,4,1,2,2,15,1,1,2,Others,Others
4,5246,4,2544,4,2725,4,10981,4,1423,4,1740,4,2293,4,2361,4,2760,4,1684,4,1613,4,2375,4,1694,4,4909,4,2220,4,3398,4,1976,4,1752,4,7752,4,1390,4,1770,4,3234,4,2003,4,4714,4,5774,4,2273,4,3596,4,4213,4,3126,4,2333,4,2805,4,3048,4,1735,4,6033,4,5988,4,2182,4,5994,4,2149,4,3300,2,9353,3,2408,4,7490,TR,2253,150,439,1,7,1,7,1,7,1,7,1,3,4,3,3,28,2,1,3,Mechanical EngineeringOthersOthersOthers,Engineering
4,2337,1,1834,3,2051,1,2845,2,3123,3,2047,1,2598,4,1971,2,3647,2,3497,4,2128,2,2402,4,1577,3,6139,1,1446,2,2306,3,1977,3,2212,1,3762,2,4910,2,2635,4,1761,1,1647,4,2357,1,8428,4,3728,4,3732,2,1817,4,3929,3,2206,3,4317,4,2669,4,4349,3,1463,3,2448,2,2233,2,2714,2,2094,2,3331,2,5303,1,1461,4,3935,MX,3,123,113,2,6,6,5,5,7,1,5,3,5,3,2,1,31,2,2,2,Internet Systems,Computer Science
2,3579,2,6039,1,13744,1,4135,2,3283,1,1930,1,2468,1,1720,1,8742,1,2370,1,1773,1,2770,2,7653,1,4088,1,1578,1,1749,1,1969,1,1878,1,6367,1,2147,1,3039,1,2364,1,1939,1,1952,1,6877,2,1300,1,2530,1,1449,1,3004,1,2976,1,3104,1,4296,1,1573,1,7421,2,11668,1,1981,1,3775,1,1224,2,3000,1,2989,1,1321,2,3650,US,20,159,121,1,1,7,1,6,7,5,1,7,1,3,1,1,22,2,1,2,Engineering,Engineering
2,3635,2,5008,2,4180,1,4618,4,2287,2,3877,3,3702,4,2329,1,4806,3,2195,2,2225,1,2843,4,2330,4,3640,1,2431,2,5030,2,3399,2,3046,2,6543,1,3346,2,3659,4,3620,1,1680,2,3155,3,10856,3,2778,3,3253,2,5542,1,3564,2,5124,2,2878,4,8233,3,3643,3,1903,3,5298,2,3941,2,4778,4,3212,3,2396,1,5109,4,2258,4,2808,US,2,161,132,1,5,7,5,6,2,4,6,4,5,3,2,1,23,2,1,3,Secondary education,Business
1,1608,1,1487,1,1561,1,1246,1,2566,1,2897,1,2106,1,3080,1,2211,2,2178,1,1748,1,1373,2,4272,1,9923,2,3019,2,2448,2,1781,1,1874,1,2845,1,1607,1,2807,1,1677,1,2167,2,1739,1,9123,2,1850,1,6610,1,1347,1,2070,1,3663,2,2127,1,3205,1,1114,1,1976,1,4621,1,4507,1,1869,2,2852,1,2175,1,37133,1,1642,2,1789,CA,48,150,129,5,1,7,2,7,5,5,3,7,2,4,3,1,23,2,1,2,computer science,Computer Science
3,4513,1,6724,3,4777,3,5545,3,2480,2,2146,4,4058,4,2914,4,2745,2,2615,3,2339,4,8352,3,3126,3,5951,3,3708,2,3929,2,5826,2,7195,2,6135,4,4115,1,3469,4,2905,1,6303,3,5892,3,12239,3,4230,4,3071,4,1713,4,5434,4,7454,4,3527,2,4749,4,3734,2,5600,2,7366,4,1616,2,5340,2,1525,4,2685,3,5002,4,7213,3,2420,CA,8,193,142,2,3,0,6,4,7,4,6,3,2,2,2,2,23,2,1,6,Others,Others
4,3874,2,4485,4,2381,4,1690,4,4027,4,4029,4,1709,4,2080,4,2409,4,1620,4,3020,1,5964,4,1109,4,4079,4,1732,4,2196,4,3386,4,1766,4,5490,4,1713,4,5619,4,2710,1,2683,4,2216,2,4615,1,2482,4,2137,4,2124,4,1464,4,6095,4,3819,3,7784,4,1369,4,1055,4,51063,4,1882,4,1617,4,1245,4,1336,4,2545,4,1655,4,4245,US,4,171,106,1,5,1,7,3,2,1,7,1,4,3,3,3,30,12,1,2,English,Humanities
2,5743,1,2278,2,8157,1,2619,2,5381,2,3109,1,3024,2,4987,1,4471,2,8867,2,5478,1,4379,2,2194,2,6538,1,2372,2,5611,1,2584,2,5066,1,2597,1,4532,2,6112,2,3367,1,1880,2,4062,1,4712,2,2439,2,2624,2,17396,2,11450,1,3880,2,3647,2,5467,1,3515,1,5669,2,4931,1,2716,2,8023,1,1975,2,3169,1,3800,1,2004,2,10535,AU,7,210,217,6,1,7,1,7,1,7,1,7,6,4,1,2,47,4,1,0,Film & media ,Medical
3,4233,1,3599,3,6793,3,4517,2,7463,1,3900,3,6456,2,4388,2,10584,2,4259,3,3732,1,9895,3,4439,4,12009,2,3167,3,6155,3,7645,4,4914,2,8656,1,5432,4,4020,3,10086,3,5035,2,10428,2,63641,3,6868,1,3602,3,3783,2,4983,2,10760,3,6229,4,6452,3,3074,4,2818,1,12241,3,7016,3,8617,4,3248,2,6939,1,6041,3,4198,4,5734,MX,26,328,220,2,7,2,6,6,5,6,7,2,2,3,3,1,21,1,1,2,Management,Business
4,16446,3,9781,2,3720,1,2947,2,2516,2,1872,2,5362,2,3075,2,4368,2,4591,2,2999,3,3919,3,3528,4,4728,1,4064,3,5721,2,6799,4,3752,2,3919,2,5176,2,2056,2,2632,1,3368,1,2382,2,8831,2,3231,1,2760,2,1568,2,3049,3,4241,1,10160,2,1999,2,2144,2,1879,1,7632,3,3047,1,4384,2,2931,2,2649,2,14911,2,2344,3,4648,ID,4,192,132,6,6,7,3,7,2,6,7,5,3,3,1,2,22,10,1,2,Public Policy,Social Sciences
4,23678,3,11552,4,8681,3,18630,4,20295,2,23246,2,14696,2,4407,1,7991,4,8624,4,6920,2,5799,4,2449,1,25672,3,14391,4,5728,4,4423,4,21666,3,20967,4,10664,4,21385,1,59901,1,11938,4,6641,2,14063,4,26659,1,13439,1,4417,3,7018,2,37750,4,13136,1,9039,2,4735,4,2911,1,273603,1,2345,4,8735,4,4143,2,27168,2,10528,1,12743,4,17320,TR,4,851,484,1,6,7,6,2,7,3,7,3,5,3,1,1,20,10,1,1,Others,Others
3,2984,2,2648,2,2032,2,5534,3,2819,3,2143,2,4268,4,3183,4,4349,2,2049,3,2166,4,3350,4,1784,2,6088,2,2735,2,2463,3,1974,3,2724,3,7434,2,4831,2,1984,2,2072,1,2135,2,2475,4,3157,2,1935,3,2067,3,3399,3,6149,4,5774,2,2466,4,9336,4,2501,4,2102,3,4700,2,2850,2,3035,3,2208,2,2263,2,5334,3,2451,4,3284,SK,3,142,140,2,1,2,6,4,6,6,5,2,3,2,3,2,19,2,1,2,Others,Others
2,1879,2,2453,1,1771,3,4499,2,1844,2,629,1,1738,1,1662,2,2563,2,3302,2,2237,3,6526,2,1630,2,83171,2,1994,2,3830,3,2017,3,2047,1,1880,1,1577,2,1246,2,8968,1,2650,1,7168,2,4185,2,1549,2,55823,1,1585,1,1815,1,4532,1,9866,2,2513,2,2378,2,1555,1,3198,1,1515,2,2053,2,2011,2,2271,1,2483,1,2533,2,4863,MY,11,265,118,3,4,5,5,3,5,6,5,4,5,3,3,1,22,3,1,0,Dietetics,Computer Science
2,2584,1,1478,2,4347,2,5881,3,1967,2,1977,1,1339,2,2442,3,4263,3,7458,2,1453,2,2329,2,1546,2,4008,1,3358,3,3645,3,1755,2,2518,1,2728,2,2583,3,1862,1,3324,1,1385,2,2659,1,4039,2,2001,2,1650,2,1423,1,1776,2,4132,1,2668,2,10640,2,3755,3,2601,1,4514,2,4042,3,1737,3,2845,2,1124,2,2543,2,2482,3,2261,US,3,125,135,1,6,1,7,1,5,5,5,1,2,2,2,2,23,7,2,4,Others,Others
4,4665,4,11506,2,4526,3,6646,3,3868,4,4240,2,3434,4,4401,3,6335,3,6836,3,5257,4,3353,4,3071,2,7135,3,3172,4,4302,4,4379,4,3030,2,12309,4,3696,3,3649,3,3919,1,3649,3,5711,3,14020,4,3687,3,3332,4,4120,4,6427,3,7534,4,14584,3,5063,4,3017,3,2811,4,8392,3,4221,3,4167,4,6478,3,2807,4,7027,3,3185,4,5505,IN,3,231,261,2,2,5,7,5,7,5,3,5,1,3,3,2,28,11,1,2,Political science,Social Sciences
3,5981,2,4351,2,5305,3,5885,4,3195,3,3481,2,4753,2,4230,3,4333,2,4051,3,2683,4,4977,4,1893,4,3257,3,7781,4,3964,4,2206,2,3873,1,5355,4,2562,4,1600,4,4095,2,4861,2,4212,2,8233,4,6487,3,3080,4,2538,4,2638,4,5296,2,5300,3,4705,2,3729,4,1600,4,7400,2,2483,2,4567,4,1695,2,3505,4,2467,1,4627,4,3094,PK,18,200,152,1,2,1,6,5,5,6,5,1,4,2,2,2,18,10,1,4,Others,Others
4,3703,1,2659,4,3356,1,4186,4,3096,1,3660,4,3132,4,2387,2,12432,4,2820,4,2867,4,3284,4,3132,1,5502,2,4712,4,2727,4,2437,1,3499,2,4675,2,6839,3,5335,4,2560,1,2220,4,3294,1,7824,3,3394,4,3013,1,2790,2,4739,4,4348,4,2795,1,4258,1,4132,4,8262,2,11699,3,3771,4,2781,3,2309,3,3512,2,5988,4,2756,4,3887,MY,4,178,152,3,1,6,7,7,7,7,2,4,3,3,3,2,19,10,1,4,Investment,Business
3,31339,3,8186,1,5808,2,10231,2,5708,2,885,2,56704,2,28862,2,10133,3,6958,4,6712,3,6194,2,16560,2,21482,3,8023,4,8181,3,7825,3,8387,2,9506,2,20652,2,5063,2,8055,1,3412,1,8920,4,22765,3,8266,3,27401,2,11715,4,6349,1,13774,4,17569,1,8812,3,6281,2,5427,2,20357,2,24774,2,7706,2,6885,3,10418,2,9898,1,40642,4,22810,MY,5,578,358,3,2,1,1,3,1,7,7,4,3,3,3,2,32,10,2,3,Business,Business
3,3022,4,8896,1,3091,4,2786,2,4821,1,4028,3,28903,3,2858,3,4418,2,3671,4,1940,4,4593,4,1525,1,5171,3,2521,2,18439,4,32626,3,4901,1,3362,3,2059,3,3571,2,4517,1,2821,2,7771,4,6991,4,2616,3,3432,3,7443,2,2526,4,3415,2,4651,2,2572,3,3816,3,2197,2,5390,3,2955,2,19903,4,3595,2,2944,2,4078,3,4342,3,4456,MY,3,256,255,5,5,6,7,5,5,6,5,4,4,2,3,2,17,10,1,4,Others,Others
2,3355,2,4496,3,3884,1,2669,4,2528,2,6988,2,4407,3,3244,2,6791,2,8127,3,3791,3,2717,4,2054,4,3800,2,2073,4,2198,4,2506,1,4454,1,8218,3,3602,3,1865,3,2603,1,1456,4,3277,1,3899,4,5149,2,33197,1,17485,4,3947,1,4208,2,2387,3,4103,2,827,4,3920,4,6874,2,6530,2,3588,3,3929,3,2106,3,9758,2,3092,4,5781,RS,284,222,113,2,7,5,7,2,7,6,5,4,6,2,2,1,22,1,1,2,History,Humanities
3,5144,2,4891,4,2749,3,3349,2,3068,3,3817,3,4866,4,1950,4,7452,3,2015,2,2657,2,3265,4,1983,4,5349,3,2150,4,3400,2,3034,1,3550,4,7061,1,4919,4,1582,3,27667,2,1883,2,2949,3,8478,3,3589,4,2799,3,3043,4,2806,3,3232,3,3450,4,4355,2,2256,4,2333,4,8251,4,2111,3,2366,4,2100,4,3000,2,8498,1,3450,2,5000,NONE,7,183,74,2,7,7,5,7,7,1,2,5,1,2,3,1,19,8,1,1,Others,Others
3,7185,1,3737,4,2218,4,4405,4,2870,2,2782,1,5732,3,1520,4,7813,4,3043,4,3025,3,3974,3,1412,4,3429,4,1910,3,3492,3,5833,4,2754,1,7138,4,1785,4,5974,2,3086,1,5603,4,3217,4,7484,3,3987,3,2874,4,5293,4,3972,4,6672,3,4018,3,2156,2,2547,4,2346,3,6324,3,1831,4,2813,4,3352,2,2857,2,7789,2,6087,3,2902,HR,4,170,84,7,7,7,7,7,4,7,5,7,1,2,3,1,18,12,1,1,Others,Others
1,2656,2,1589,2,5886,1,2591,1,2064,1,1414,1,1880,1,1391,1,3993,1,6720,1,1487,1,185599,1,1106,2,5231,1,2201,1,1897,1,2574,1,167682,1,4794,1,2450,1,1488,2,2904,1,2159,2,5711,1,6423,1,1831,1,1738,1,1510,1,1926,1,1960,1,5967,2,1308,1,1327,1,1585,1,11463,1,1120,3,12760,1,174639,1,1872,1,11065,1,1352,1,3344,RS,1031,699,113,6,5,5,2,4,1,2,5,7,4,2,2,1,19,7,1,0,didnt attend,Others
2,37198,2,2978,3,3529,2,5992,2,3135,2,6347,4,3866,4,2046,4,5918,3,3059,2,3690,3,2736,4,1931,1,7171,3,5069,4,6985,4,2371,3,2711,3,6835,2,2896,4,2154,4,2862,2,4353,4,2628,2,8598,4,2190,2,2265,4,2459,3,2776,1,7807,3,2591,1,5375,3,4392,4,1934,1,4687,2,1899,4,2246,4,2308,2,2377,4,10776,2,3242,4,3389,US,3,201,140,2,1,5,6,7,5,5,6,2,1,2,3,2,23,2,1,4,Others,Others
2,7428,1,2698,3,2018,2,2133,4,4957,2,3005,2,3452,2,2411,1,4339,4,2730,2,3137,3,4255,3,3052,2,3589,1,2939,4,2671,2,2719,2,4790,1,2941,2,3496,3,4796,2,5225,1,2006,4,4646,3,4423,3,2464,2,2158,1,1728,1,4729,4,4030,3,4128,2,3414,3,1852,1,2940,2,2396,3,1889,4,4214,3,3116,3,2311,1,4811,2,1934,3,4049,IN,67,144,114,7,7,5,5,6,3,5,6,2,1,3,2,1,24,8,1,2,Computer Science And Engineering,Computer Science
3,1313,1,1110,2,2155,1,1625,4,1815,3,4482,1,1881,2,4279,3,3128,4,1704,3,2061,4,2327,4,1190,2,587,1,1802,4,1798,4,1310,3,1734,1,2098,2,2041,4,2583,2,2091,1,1279,3,751,1,1589,4,1281,2,1634,2,1569,2,2592,1,4509,3,2083,1,2272,4,1282,4,1544,1,4154,1,1613,4,3885,4,1289,3,7434,2,2760,2,2273,4,2455,US,2,109,113,6,6,3,5,6,4,4,7,4,5,2,1,2,28,2,1,3,Sociology,Social Sciences
2,2500,1,1582,2,3333,1,3750,2,2768,2,2267,1,1819,2,2799,2,3415,3,2719,2,1666,2,2661,3,1883,2,2932,1,2249,2,2855,3,1864,2,3150,2,3383,1,1967,2,1832,2,2733,1,2630,2,7166,2,5785,3,1768,3,3028,2,1382,2,2500,2,7800,2,3132,2,5333,2,1950,4,1984,2,5535,2,2901,3,2668,3,2250,3,2384,2,3465,1,1566,4,2804,US,1,124,77,2,5,3,5,5,5,5,5,3,3,1,3,1,18,2,1,4,Others,Others
4,3185,4,3906,1,4191,2,7108,3,3926,4,2310,1,7212,4,2009,2,12627,2,3482,4,2683,4,5596,4,3543,2,12896,1,10107,2,6427,2,4271,4,3192,1,7135,2,4962,2,7266,4,6156,3,2957,2,8823,1,9224,3,14861,4,3947,4,5788,4,3033,3,14226,3,5874,3,8045,4,3225,4,2687,2,8711,1,6284,2,7216,2,5569,4,2344,4,3775,1,6789,4,4725,US,41,253,246,2,7,5,7,6,5,6,2,1,1,2,2,2,24,1,1,3,Psychology ,Social Sciences
4,2955,1,1928,3,3705,1,3459,1,7493,2,2577,1,2326,4,1637,4,3836,4,2461,3,3144,4,2546,3,9463,1,6620,1,1870,3,2497,3,7793,2,2673,1,4494,3,1999,4,2256,2,2492,1,2142,3,2569,1,4724,4,5203,1,2396,1,1829,4,2424,3,4358,3,3441,2,16665,2,2780,3,8006,2,3279,1,1696,4,2356,4,2762,2,1987,3,4401,1,1691,2,3593,US,4,158,160,1,5,6,7,4,7,3,1,4,6,3,2,1,48,7,1,3,Others,Others
3,2334,2,2434,2,2924,1,3474,4,3651,3,1623,3,2422,4,2350,2,2650,3,4537,3,2452,2,2623,3,1902,3,3284,2,2501,4,2262,4,2271,3,1701,3,3835,4,2649,3,2317,3,1761,1,1974,4,4186,2,8733,2,1182,3,3334,3,1403,3,3318,3,3416,3,4391,4,4269,2,1936,4,2675,3,9787,2,1318,2,2507,3,2403,2,2172,4,2195,3,2828,3,1605,GB,46560,124,59,3,5,3,6,5,6,3,3,6,3,3,2,1,22,2,1,3,music,Arts
3,3670,1,2518,3,2804,3,5416,3,2664,3,2150,2,4466,3,3419,2,7717,3,3134,3,2235,4,4195,2,1728,3,7683,3,2117,3,2515,2,6114,2,4333,2,12472,2,2275,2,2884,2,2066,1,3316,3,3502,2,8659,2,3373,3,2277,2,2206,3,4438,2,7097,3,6384,3,4501,3,3356,2,2405,3,4714,2,1867,3,4318,2,2631,2,2811,1,4435,2,2116,3,4016,DE,1,167,62,3,5,6,3,5,5,3,2,5,3,2,3,1,41,1,1,1,Others,Others
3,2283,3,2149,3,3334,3,2682,3,3417,1,2415,3,4807,3,2100,3,5250,3,3400,4,2044,3,5730,4,1634,4,10531,3,1547,3,3531,3,2166,3,2001,4,2364,3,3935,3,3336,3,1501,2,2988,3,2331,4,2867,4,2017,3,1287,4,1201,3,6533,1,10703,4,3332,3,5548,3,2300,4,1184,3,4949,3,1501,4,2233,3,4530,4,1951,4,3284,2,2282,3,2065,US,1,138,157,1,2,4,6,5,7,5,2,2,0,1,3,2,15,4,1,2,Others,Others
2,2243,1,2705,2,2488,1,1781,2,2797,2,2817,1,2246,2,1557,2,8258,2,1834,2,1789,2,1885,2,2971,2,5114,1,4184,1,2325,1,1486,2,5009,1,3033,1,3527,1,1341,2,4141,1,1340,2,7406,1,5361,2,5112,2,1707,2,3257,1,5698,2,4233,1,2828,2,5469,2,7838,1,1989,2,8096,2,1908,1,2551,1,1372,2,1443,2,2344,1,3421,2,5324,CA,10,146,168,3,6,7,1,6,3,7,5,6,2,4,3,2,23,1,1,3,Political Science,Social Sciences
2,11525,1,2058,2,2654,1,3478,2,4288,2,6414,1,2654,2,2830,1,4184,1,2938,3,4759,2,2575,2,2381,2,3898,1,2330,1,4064,2,3457,2,4028,1,2109,1,2348,1,3116,2,8727,1,1911,1,7070,1,6015,2,3478,2,2767,1,2132,2,6279,1,3857,1,3246,2,3074,3,2811,1,2193,2,3904,1,1661,1,2592,1,1945,2,3009,1,5562,1,2183,2,2575,GB,13,156,197,3,2,6,7,3,6,7,4,7,1,3,2,2,38,7,2,2,Arts,Arts
1,2560,1,4449,3,2240,1,2836,4,2488,1,2752,2,4084,1,3337,1,2799,3,2489,1,2119,1,1454,3,1808,2,2655,2,11814,3,3064,1,1688,2,2088,1,1804,1,1832,1,1209,1,2737,1,1919,3,9172,1,1647,2,2544,2,2417,1,1530,1,2656,2,3782,3,2953,2,2520,2,3831,1,2167,2,1179,1,1002,1,3255,1,2304,2,2600,1,2065,2,2920,4,2248,US,2,126,153,2,4,1,2,7,7,6,6,7,3,2,1,1,46,2,2,0,electrical engineering,Engineering
4,1665,2,2967,4,2352,1,3537,4,2014,4,1922,1,2618,4,1256,4,3435,4,4426,4,3934,4,1833,4,1118,4,1749,4,3301,4,2736,4,1283,4,1416,1,2782,4,1616,4,1150,4,1587,3,2068,4,2150,3,6014,4,1663,4,2015,4,1879,4,2549,1,3829,3,2918,3,5508,4,3483,4,1683,4,2067,4,1149,4,1716,4,1242,4,1434,4,3615,1,2512,4,1683,SA,2,103,137,1,7,6,7,7,5,5,7,2,5,4,3,2,31,10,1,3,English,Humanities
3,3788,1,5184,2,1463,3,5372,3,2067,3,3180,1,9752,3,3337,2,10540,2,3840,4,482,2,6706,3,617,4,6324,3,900,3,6670,2,10468,2,3382,1,4008,2,6357,1,4297,3,2400,1,2509,3,4137,3,7560,2,4420,3,8977,1,11890,4,2661,3,7863,4,5282,4,2779,3,882,1,3686,4,4562,1,2723,3,13783,2,3580,4,1615,2,7181,4,2928,4,5516,US,3,235,56,2,6,5,6,5,6,5,5,3,4,2,3,2,19,2,1,4,Others,Others
